ia_fund_name,ia_management_company,ia_sector,isin,resolved_name,status,confidence,triage_reason
Vontobel Fund - US Equity,Vontobel Asset Management SA,North America,LU2716888909,Vontobel Fund - US Equity NG2,matched,1.0,
WS Keyridge North American Fund,Waystone Management (UK) Limited,North America,GB00BVK9DB55,WS Keyridge North American Fund I Accumulation,matched,0.9778,
WS Lindsell Train North American Equity Fund,Waystone Management (UK) Limited,North America,GB00BLPK7J94,WS Lindsell Train North American Equity Fund Income Class,matched,1.0,
Wellington US Research Equity Fund,Wellington Management,North America,LU2058844833,Wellington Emerging Markets Research Equity Fund EUR S Acc,review,0.8141,no decisive brand/region/style signal
Wellington US Quality Growth Fund,Wellington Management,North America,LU2793262457,Wellington US Quality Growth Fund EUR N AcU,matched,1.0,
abrdn North American Small & Mid-Cap Equity Fund,abrdn Fund Managers Limited,North American Smaller Companies,GB0004483326,abrdn North American Small & Mid-Cap Equity Fund Retail Accumulation,matched,1.0,
North American Smaller Companies Fund,abrdn Investments Luxembourg S.A.,North American Smaller Companies,LU2015249035,abrdn SICAV I - North American Smaller Companies Fund X Acc GBP,matched,0.9789,
Alger SICAV - Alger Small Cap Focus Fund,Alger Management Ltd,North American Smaller Companies,LU1339880095,Alger SICAV - Alger Small Cap Focus Fund Class I EUH,matched,1.0,
Alger SICAV -Alger Weatherbie Specialized Growth Fund,Alger Management Ltd,North American Smaller Companies,US0155654686,Alger Weatherbie Specialized Growth Fund Class I,matched,0.9985,
AB SICAV I - US Small and Mid-Cap Portfolio,AllianceBernstein (Luxembourg) S.à r.l.,North American Smaller Companies,LU0493247828,AB SICAV I- US Small and Mid-Cap Portfolio I Acc,matched,0.9769,
Alquity SICAV - VAM US Micro Cap Growth Fund,Alquity Investment Management Limited,North American Smaller Companies,LU3313160320,Alquity SICAV - VAM US Micro Cap Growth Fund I GBP Accumulation,matched,1.0,
Polen Capital U.S. Small Company Growth Fund,Amundi Ireland Ltd,North American Smaller Companies,IE00BYWHBP85,Polen Capital Investment Funds plc - Polen Capital U.S. Small Company Growth Fund A USD (unhedged),review,0.8427,no decisive brand/region/style signal
Artemis US Smaller Companies Fund,Artemis Fund Managers Ltd,North American Smaller Companies,GB00BMMV5766,Artemis US Smaller Companies Fund I Acc GBP,matched,1.0,
GlobalAccess US Small & Mid Cap Equity Fund,Barclays Multi Manager Fund PLC,North American Smaller Companies,IE00B3XHTB29,GlobalAccess US Small & Mid Cap Equity Fund I Acc GBP (Hedged),matched,0.9838,
Brown Advisory US Small Cap Blend Fund,Brown Advisory (Ireland) Limited,North American Smaller Companies,IE00BMJJTX76,Brown Advisory US Small Cap Blend Fund Dollar Class B GBP Inc,matched,0.988,
Brown Advisory US Smaller Companies Fund,Brown Advisory (Ireland) Limited,North American Smaller Companies,GB0003463402,Brown Advisory US Smaller Companies PLC,matched,1.0,
BMO US Smaller Companies Fund,Columbia Threadneedle,North American Smaller Companies,GB00BMMV5766,Artemis US Smaller Companies Fund I Acc GBP,review,0.7889,no decisive brand/region/style signal
CT American Smaller Companies Fund,CT Investment Services Ltd,North American Smaller Companies,GB00B8358Z89,CT American Smaller Companies Fund(US) Z Accumulation GBP,matched,1.0,
New Capital US Small Cap Growth Fund,EFG Asset Management (UK) Limited,North American Smaller Companies,IE00BYX8VS37,New Capital US Small Cap Growth Fund EUR I Acc,matched,0.9812,
FIRST EAGLE FUNDS (IRELAND) ICAV-First Eagle US Small Cap Opportunity Fund,First Eagle Investments Ltd,North American Smaller Companies,,,unresolved,,
FI Institutional US Small Cap Core Equity Selection Fund,Fisher Investments Institutional Funds plc,North American Smaller Companies,IE00BXC44W08,FI Institutional US Small Cap Core Equity Selection Fund USD Class,matched,1.0,
FTF Royce US Smaller Companies Fund,Franklin Templeton Fund Management Limited,North American Smaller Companies,GB00BP9LKJ73,FTF Royce US Smaller Companies Fund Class W Accumulation,matched,0.9806,
FTGF Royce US Small Cap Opportunity Fund,Franklin Templeton International Services S.à r.l,North American Smaller Companies,IE00B0D44176,FTGF Royce US Small Cap Opportunity Fund Class X US$ Accumulating,matched,0.8773,
Goldman Sachs US Small Cap CORE Equity Portfolio,Goldman Sachs Asset Management Fund Services Limited,North American Smaller Companies,LU2929350135,Goldman Sachs US Small Cap CORE Equity Portfolio I Acc GBP,matched,1.0,
Goldman Sachs US Small Cap Equity Portfolio,Goldman Sachs Asset Management Fund Services Limited,North American Smaller Companies,LU2921420480,Goldman Sachs US Small Cap Equity Portfolio I Acc GBP,matched,1.0,
Goldman Sachs Multi-Manager US Small Cap Equity Portfolio,Goldman Sachs Asset Management Fund Services Limited,North American Smaller Companies,LU1495243559,Goldman Sachs Funds II - Goldman Sachs Multi-Manager US Small Cap Equity Portfolio P USD Acc,matched,0.9591,
Driehaus US Micro Cap Equity Fund,Heptagon Capital Limited,North American Smaller Companies,IE00BDB53Y90,Heptagon Fund ICAV - Driehaus US Micro Cap Equity Fund I USD Acc,matched,0.9267,
Federated Hermes US SMID Equity Fund,Hermes Fund Managers Ireland Limited,North American Smaller Companies,IE00BMD6D091,Federated Hermes US SMID Equity Fund Class I USD Accumulating,matched,0.9431,
JPM US Small Cap Growth Fund,J.P. Morgan Asset Management,North American Smaller Companies,IE00BYX8VV65,New Capital US Small Cap Growth Fund CHF O Acc,review,0.77,no decisive brand/region/style signal
Janus Henderson US Venture Fund,Janus Henderson Investors,North American Smaller Companies,US47103E3953,Janus Henderson Venture Fund Class I,matched,0.9012,
Neuberger Berman US Small Cap Fund,Neuberger Berman Investment Fund Plc,North American Smaller Companies,IE00BLDYK493,Neuberger Berman US Small Cap Fund USD A Distributing Class,matched,0.9367,
Neuberger Berman US Small Cap Intrinsic Value Fund,Neuberger Berman Investment Fund Plc,North American Smaller Companies,IE000EVIOG79,Neuberger Berman US Small Cap Intrinsic Value Fund EUR I Accumulating Class,matched,0.9743,
Premier Miton US Smaller Companies,Premier Portfolio Managers Limited,North American Smaller Companies,GB00BF54H991,Premier Miton US Smaller Companies Fund B Accumulation,matched,1.0,
Schroder US Smaller Companies Fund,Schroder Unit Trusts Limited,North American Smaller Companies,GB00B7LDL923,Schroder US Smaller Companies Fund Z Accumulation GBP,matched,1.0,
T. Rowe Price Funds SICAV US Smaller Companies Equity Fund,T. Rowe Price International Limited,North American Smaller Companies,LU0133096981,T. Rowe Price Funds SICAV - US Smaller Companies Equity Fund I,matched,1.0,
T. Rowe Price Funds SICAV US Smaller Companies Equity Fund,T. Rowe Price International Limited,North American Smaller Companies,LU0133096981,T. Rowe Price Funds SICAV - US Smaller Companies Equity Fund I,matched,1.0,
Algebris Financial Equity Fund,Algebris (UK) Limited,Specialist,IE00BWY56Y06,Algebris UCITS Funds plc - Algebris Financial Equity Fund I EUR Acc,matched,0.9518,
Algebris Financial Income Fund,Algebris (UK) Limited,Specialist,IE00BF3SVY63,Algebris Financial Income Fund Rd AUD,matched,1.0,
Alger SICAV - Alger Dynamic Opportunities Fund,Alger Management Ltd,Specialist,LU2138301044,Alger SICAV - Alger Dynamic Opportunities Fund Class Z GBP,matched,1.0,
Allianz Global Agricultural Trends A GBP,Allianz Global Investors GmbH,Specialist,,,unresolved,,
Allianz Income and Growth PM (H2-GBP),Allianz Global Investors GmbH,Specialist,HK0000535325,Allianz Selection Income and Growth Fund Class AM (H2-GBP),review,0.8559,no decisive brand/region/style signal
Allianz German Equity P GBP,Allianz Global Investors GmbH,Specialist,LU0604763499,Allianz Global Investors Fund - Allianz Europe Equity Growth P GBP,unresolved,0.6985,
Allianz Indonesia Equity,Allianz Global Investors GmbH,Specialist,,,unresolved,,
Amova ARK Disruptive Innovation Fund,Amova Asset Management,Specialist,LU1861559398,Amova ARK Disruptive Innovation Fund Class D GBP,matched,1.0,
Artisan Developing World Fund,Artisan Partners Global Funds Public Limited Company,Specialist,US04314H6181,Artisan Developing World Fund Advisor Shares,matched,0.9171,
Artisan US Select Equity,Artisan Partners Global Funds Public Limited Company,Specialist,IE00BKVL2V67,Artisan US Select Equity Fund I USD Acc,matched,1.0,
AXA World Funds - Robotech,AXA Fund Management SA (Luxembourg),Specialist,LU1529781384,AXA World Funds - Robotech F Distribution GBP,matched,0.8835,
AXA Framlington Biotech Fund,AXA IM UK Limited,Specialist,GB00BRJZVL27,AXA Framlington Biotech Fund Z INC,matched,1.0,
SVS Baker Steel Gold and Precious Metals Fund,Baker Steel,Specialist,GB00BMWPM552,SVS Baker Steel Gold and Precious Metals Fund Class I Accumulation,matched,1.0,
Baring German Growth Trust Class GBP Inc,Baring Fund Managers Limited,Specialist,GB00B8DDY871,Barings German Growth Trust - Class I GBP Inc,matched,0.8848,
Baring Korea Trust,Baring Fund Managers Limited,Specialist,,,unresolved,,
Baring Eastern Europe Fund,Baring Fund Managers Limited,Specialist,IE00BZ2GS953,Barings International Umbrella Fund - Baring Eastern Europe Fund I EUR Inc,matched,0.796,all distinctive IA tokens present and brand agrees
Baring Australia Fund Class A GBP Inc,Baring Fund Managers Limited,Specialist,IE00B45XQ142,Barings International Umbrella Fund - Barings Australia Fund Class A GBP Inc,unresolved,0.6443,
Baring Russia Fund,Baring Fund Managers Limited,Specialist,,,unresolved,,
Baring Frontier Markets Fund Class A GBP Inc,Baring Fund Managers Limited,Specialist,,,unresolved,,
BlackRock Gold & General Fund,BlackRock Investment Management (UK) Limited,Specialist,GB00BFBFW808,BlackRock Gold and General Fund X Acc,matched,0.988,
BlackRock Global Funds Emerging Europe Fund,BlackRock Investment Management (UK) Limited,Specialist,LU0408221355,BlackRock Global Funds - Emerging Europe Fund A4,matched,1.0,
BlackRock Global Funds Sustainable Energy,BlackRock Investment Management (UK) Limited,Specialist,LU0124384867,BlackRock Global Funds - Sustainable Energy Fund A2,matched,1.0,
BGF World Agriculture Fund A4DS GBP Hedged,BlackRock Investment Management (UK) Limited,Specialist,,,unresolved,,
Blackrock Strategic Growth Fund,BlackRock Investment Management (UK) Limited,Specialist,LU1241524880,BlackRock Strategic Funds - BlackRock MyMap Plus Growth Fund A2 EUR,matched,0.8705,
BNY Mellon 50/50 Global Equity Fund,BNY Mellon Fund Managers Limited,Specialist,GB00B82ZCN54,BNY Mellon Global Equity Fund B Accumulation,matched,0.8943,
BNY Mellon Brazil Equity Fund,BNY Mellon Fund Managers Limited,Specialist,IE00B23S7K36,BNY Mellon Brazil Equity Fund EUR A Acc,matched,1.0,
Magna Umbrella Fund plc - Magna Eastern European Fund,Bridge Fund Management Ltd,Specialist,IE00BKRCMQ89,Magna Umbrella Fund plc - Magna Eastern European Fund G GBP,matched,0.9842,
Magna Umbrella Fund plc - Magna New Frontiers Fund,Bridge Fund Management Ltd,Specialist,IE00B65LCL41,Magna Umbrella Fund plc - Magna New Frontiers Fund N Acc,matched,0.9829,
Magna Umbrella Fund plc - Magna MENA Fund,Bridge Fund Management Ltd,Specialist,IE00B3NMJY03,Magna Umbrella Fund plc - Magna MENA Fund R Acc,matched,0.9769,
Fiera OAKS EM Select,Bridge Fund Management Ltd,Specialist,IE00BKTNQK11,Oaks Emerging Umbrella Fund plc- Fiera Oaks EM Select Fund Class B GBP Acc Series 2,review,0.7582,no decisive brand/region/style signal
Candriam Equities L Australia,CANDRIAM Investors Group,Specialist,LU0133348622,Candriam Equities L Australia Class I AUD Cap,matched,1.0,
Candriam Equities L Biotechnology,CANDRIAM Investors Group,Specialist,LU1269737059,Candriam Equities L Biotechnology Class I GBP Cap,matched,1.0,
Candriam Sustainable Equity Climate Action,CANDRIAM Investors Group,Specialist,LU1932634295,Candriam Sustainable Equity Climate Action I USD Acc,matched,1.0,
Candriam Sustainable Equity Circular Economy,CANDRIAM Investors Group,Specialist,LU2109441332,Candriam Sustainable Equity Circular Economy I EUR Acc,matched,1.0,
Candriam Sustainable Equity Water,CANDRIAM Investors Group,Specialist,LU2720178321,Candriam Sustainable Equity Water I USD Acc,matched,1.0,
Capital Group New World Fund (LUX) Z GBP,Capital Group LUX,Specialist,LU1481181599,Capital Group New World Fund (LUX) Z,matched,1.0,
Capital Group Capital Income Builder (LUX) Z USD,Capital Group LUX,Specialist,LU1820812136,Capital Group Capital Income Builder (LUX) Z,matched,1.0,
Carmignac Portfolio Green Gold,Carmignac Gestion,Specialist,AU0000408783,Green & Gold Minerals Ltd,unresolved,0.5457,
Colchester Alpha Fund,Colchester Global Investors Ltd,Specialist,IE00BQZJ1M20,Colchester Alpha Fund USD Accumulation Class I,matched,1.0,
BMO Overseas Equity-Linked UK Inflation Fund,Columbia Threadneedle,Specialist,,,unresolved,,
CT (Lux) Responsible Global Emerging Markets Equity,Columbia Threadneedle,Specialist,LU2016860756,CT (Lux) Responsible Global Emerging Markets Equity Fund I Acc CHF,matched,0.987,
Fidelity Funds Latin America Fund,Fidelity International,Specialist,LU1560649805,Fidelity Funds - Latin America Fund I-Acc-USD,matched,1.0,
"Fidelity Emerging Europe, Middle East and Africa Fund",Fidelity International,Specialist,LU0742535122,"Fidelity Funds - Emerging Europe, Middle East and Africa Fund I-Acc-USD",matched,1.0,
Stewart Investors Global Emerging Markets Fund,First Sentier Investors,Specialist,GB00B64TS881,Stewart Investors Global Emerging Markets All Cap Fund Class A (Accumulation) GBP,matched,0.9348,
Fortem Capital Progressive Growth Fund,Fortem Capital Limited,Specialist,IE00BF047831,Fortem Global Investment Funds plc - Fortem Capital Progressive Growth Fund A GBP Acc,matched,0.8858,
Templeton BIC Fund,Franklin Templeton International Services S.à r.l,Specialist,LU0229946628,Templeton BIC Fund A(acc)EUR,matched,0.9032,
GAM Star Alpha Technology Fund,GAM,Specialist,IE00B5KMD450,GAM Star Fund plc - GAM Star Alpha Spectrum Class Ordinary EUR Accumulation,unresolved,0.7055,
Goldman Sachs North America Energy & Energy Infrastructure Equity Portfolio,Goldman Sachs Asset Management Fund Services Limited,Specialist,LU1046545767,Goldman Sachs North America Energy & Energy Infrastructure Equity Portfolio I Acc USD,matched,1.0,
Heptagon Listed Private Assets Fund,Heptagon Capital Limited,Specialist,GB00BF345X11,JTC(UK) Limited REIT,unresolved,0.287,
Heptagon Kettle Hill US L/S Equity Fund,Heptagon Capital Limited,Specialist,IE000TYXCRB8,Heptagon Fund plc - Heptagon Kettle Hill US L/S Equity Fund Y1 USD,matched,0.97,
HSBC GIF Brazil Equity,HSBC Asset Management (Fund Services UK) Limited,Specialist,LU0196698665,HSBC Global Investment Funds - Brazil Equity ZC,matched,0.7731,all distinctive IA tokens present and brand agrees
HSBC GIF BRIC Markets Equity,HSBC Asset Management (Fund Services UK) Limited,Specialist,LU0254982241,HSBC Global Investment Funds - BRIC Markets Equity AD,matched,0.8238,all distinctive IA tokens present and brand agrees
HSBC GIF Latin American Equity,HSBC Asset Management (Fund Services UK) Limited,Specialist,,,unresolved,,
HSBC GIF Russia Equity Fund AD USD,HSBC Asset Management (Fund Services UK) Limited,Specialist,,,unresolved,,
iM Global Conservative Select Fund,iM Global Partner AM,Specialist,IE00BK6S5G85,Northern Trust Global Funds plc - Sterling Conservative Ultra Short Select Bond Fund Class C GBP Acc,unresolved,0.6522,
Invesco Global Financial Capital Fund (UK),Invesco,Specialist,GB00B8N45K99,Invesco Global Financial Capital Fund (UK) Z (Acc),matched,1.0,
IFSL SIM Junior Gold & Silver Miners Fund,Investment Fund Services Limited,Specialist,,,unresolved,,
JPM Emerging Europe Equity,J.P. Morgan Asset Management,Specialist,GB00B1YXF952,JPM Emerging Europe Equity Fund B - Net Accumulation,matched,0.9979,
JP Morgan  Emerging Middle East Equity Fund,J.P. Morgan Asset Management,Specialist,,,unresolved,,
JPM Russia Fund,J.P. Morgan Asset Management,Specialist,,,unresolved,,
JP Morgan Africa Equity Fund,J.P. Morgan Asset Management,Specialist,LU2540109100,Premium Funds SICAV - Generali JP Morgan Global Equity Fund Class 2 Acc,unresolved,0.6923,
JPM Brazil Equity Fund,J.P. Morgan Asset Management,Specialist,GB00B3FJQ268,JPM US Equity Income Fund B - Net Accumulation,unresolved,0.6933,
JP Morgan Korea Equity Fund,J.P. Morgan Asset Management,Specialist,LU2540109100,Premium Funds SICAV - Generali JP Morgan Global Equity Fund Class 2 Acc,unresolved,0.7163,
Jupiter Gold & Silver Fund,Jupiter Unit Trust Managers Limited,Specialist,IE00BYVJRH94,Jupiter Gold & Silver Fund I GBP Acc,matched,1.0,
Liontrust Russia Fund,Liontrust Investment Partners LLP,Specialist,GB00B04H0T52,Liontrust Russia Fund A Acc GBP,matched,1.0,
Liontrust GF Global Alpha Long Short Fund,Liontrust Investment Partners LLP,Specialist,IE0001ZWMXZ1,Liontrust GF Global Alpha Long Short Fund C5 Hedged Acc GBP,matched,0.9868,
Morgan Stanley Global Balanced Income,Morgan Stanley Investment Management Ltd,Specialist,LU0699139621,Morgan Stanley Investment Funds - Global Fixed Income Opportunities Fund BX,unresolved,0.6988,
Neuberger Berman US Equity Premium Fund,Neuberger Berman Investment Fund Plc,Specialist,IE00BYX7LW42,Neuberger Berman US Equity Premium Fund EUR I Accumulating Class,matched,0.9516,
Neuberger Berman Next Generation Mobility Fund,Neuberger Berman Investment Fund Plc,Specialist,IE00BFLTYG40,Neuberger Berman Next Generation Mobility Fund USD I Income Class,matched,1.0,
Neuberger Berman US Long Short Equity Fund,Neuberger Berman Investment Fund Plc,Specialist,IE00BJTD3X67,Neuberger Berman US Long Short Equity Fund EUR I Accumulating Class,matched,0.9589,
Neuberger Berman Next Generation Connectivity Fund,Neuberger Berman Investment Fund Plc,Specialist,IE00BMY47665,Neuberger Berman Next Generation Connectivity Fund CHF I Accumulating Class,matched,0.9743,
Ninety One Global Gold Fund,Ninety One Fund Managers UK Limited,Specialist,LU0345780448,Ninety One Global Strategy Fund - Global Gold Fund I Acc USD,matched,0.8858,
Pictet Nutrition,Pictet Asset Management Ltd,Specialist,LU0366533882,Pictet-Nutrition I EUR,matched,1.0,
Pictet-Biotech,Pictet Asset Management Ltd,Specialist,LU0255977372,Pictet-Biotech I EUR,matched,1.0,
Pictet-Health,Pictet Asset Management Ltd,Specialist,LU2401052175,Private Suite - PICTET Health Innovation Trends I EUR Acc,matched,0.72,all distinctive IA tokens present and brand agrees
Pictet-Emerging Europe,Pictet Asset Management Ltd,Specialist,,,unresolved,,
Pictet-Russian Equities,Pictet Asset Management Ltd,Specialist,LU0338482937,Pictet-Russian Equities I EUR,matched,1.0,
Pictet Russia Index,Pictet Asset Management Ltd,Specialist,,,unresolved,,
Pictet Total Return - Atlas,Pictet Asset Management Ltd,Specialist,,,unresolved,,
PIMCO MLP & Energy Infrastructure Fund,PIMCO Global Advisors (Ireland) Limited,Specialist,IE0009F7VX33,PIMCO GIS MLP & Energy Infrastructure Fund E Class USD Accumulation,matched,1.0,
Polar Capital Funds Plc- Biotechnology Fund,Polar Capital Funds Plc,Specialist,IE00B42Z4531,Polar Capital Funds PLC - Biotechnology Fund I Inc,matched,1.0,
Polar Capital Funds Plc  - Smart Energy Fund,Polar Capital Funds Plc,Specialist,IE0004K9OSM2,Polar Capital Funds PLC - Smart Energy Fund I Accumulation,matched,1.0,
Polar Capital Funds Plc  - Smart Mobility Fund,Polar Capital Funds Plc,Specialist,IE000GSDD6V5,Polar Capital Funds PLC - Smart Mobility Fund I Acc,matched,1.0,
Quilter Investors Precious Metals Equity Fund,Quilter Investors Limited,Specialist,GB00B9C34W90,Quilter Investors Precious Metals Equity Fund A (GBP) Accumulation,matched,1.0,
BlueBay Capital Income Fund,RBC Global Asset Management (UK) LimitedBlueBay,Specialist,LU3049424016,BlueBay Funds - BlueBay Financial Capital Bond Fund A SGD (MFDiv),unresolved,0.6951,
Sarasin Food & Agriculture Opportunities,Sarasin Investment Funds Limited,Specialist,GB00B2Q8L866,Sarasin Food & Agriculture Opportunities Fund (Class I Acc),matched,1.0,
Schroder ISF Emerging Europe GBP A Dis,Schroder Unit Trusts Limited,Specialist,LU0242609179,Schroder International Selection Fund Emerging Europe A Distribution GBP,matched,0.7349,all distinctive IA tokens present and brand agrees
Schroder ISF Global Dividend Maximiser,Schroder Unit Trusts Limited,Specialist,LU0321505439,Schroder International Selection Fund Global Dividend Maximiser A Accumulation SGD,matched,0.8331,all distinctive IA tokens present and brand agrees
Schroder ISF European Dividend Maximiser,Schroder Unit Trusts Limited,Specialist,LU0319791538,Schroder International Selection Fund European Dividend Maximiser A Accumulation EUR,matched,0.8388,all distinctive IA tokens present and brand agrees
Schroder ISF Global Emerging Market Opportunities,Schroder Unit Trusts Limited,Specialist,LU2448034400,Schroder International Selection Fund Global Emerging Market Opportunities C Accumulation GBP,matched,0.8733,
Schroder ISF Asian Total Return,Schroder Unit Trusts Limited,Specialist,LU2732984443,Schroder International Selection Fund Asian Total Return Z Accumulation GBP,matched,0.8086,all distinctive IA tokens present and brand agrees
Schroder GAIA Egerton Equity,Schroder Unit Trusts Limited,Specialist,LU2067255591,Schroder GAIA Egerton Equity X Accumulation EUR,matched,1.0,
T. Rowe Price Funds SICAV Frontier Markets Equity Fund,T. Rowe Price International Limited,Specialist,LU3071235090,T. Rowe Price Funds SICAV - Frontier Markets Equity Fund I EUR 10 Acc,matched,1.0,
VT Protean Capital Elder Fund,Valu-Trac Investment Management Limited,Specialist,GB00BKRN0F63,Valu-Trac Investment Funds ICVC - VT Protean Capital Elder Fund I Net Accumulation,matched,0.844,all distinctive IA tokens present and brand agrees
VT Protean Capital PROCSI CoRE Fund,Valu-Trac Investment Management Limited,Specialist,,,unresolved,,
VT RM Global Real Opportunities Fund,Valu-Trac Investment Management Limited,Specialist,,,unresolved,,
Vontobel Fund ? Global Environmental Change,Vontobel Asset Management SA,Specialist,LU1618348236,Vontobel Fund - Global Environmental Change N GBP Cap,matched,1.0,
WAY Global Momentum Fund,WAY Fund Managers,Specialist,LU2000524475,Momentum Global Funds Global Equity Fund I USD,unresolved,0.5307,
EF WM Global Trend Fund,WAY Fund Managers,Specialist,GB00B63GDF26,EF WM Global Trend Fund Class A Acc GBP,matched,0.9684,
WS Ruffer Gold Fund,Waystone Management (UK) Limited,Specialist,GB00B03VWY73,WS Ruffer Gold Fund I Accumulation,matched,0.96,
Wellington Emerging Market Development Fund,Wellington Management,Specialist,LU0629164780,Wellington Opportunistic Emerging Market Debt II Fund EUR S Q1 DiH,review,0.7389,no decisive brand/region/style signal
Winton Diversified Fund,Winton Capital,Specialist,LU0462954552,Winton Alma Diversified Macro Fund I1C-G,matched,0.8835,
AB SICAV I - International Technology Portfolio,AllianceBernstein (Luxembourg) S.à r.l.,Technology and Technology Innovation,LU0037065595,AB SICAV I - International Technology Portfolio I Acc,matched,0.98,
AXA Framlington Global Technology Fund,AXA IM UK Limited,Technology and Technology Innovation,GB00BPX35509,AXA Framlington Global Technology Fund - D Accumulation,matched,1.0,
JSS Sustainable Equity - Tech Disruptors,Bank J. Safra Sarasin Ltd,Technology and Technology Innovation,LU1842718691,JSS Sustainable Equity - Tech Disruptors I CHF acc,matched,0.9846,
Candriam Equities L Robotics & Innovative Technology,CANDRIAM Investors Group,Technology and Technology Innovation,LU1613213971,Candriam Equities L Robotics & Innovative Technology Class I EUR Cap,matched,1.0,
Fidelity Funds - Global Technology Fund,Fidelity International,Technology and Technology Innovation,LU2786262373,Fidelity Funds - Global Technology Fund I-Acc-GBP,matched,1.0,
FRANKLIN TECHNOLOGY FUND,Franklin Templeton International Services S.à r.l,Technology and Technology Innovation,LU2855064254,Franklin Technology Fund I (acc) GBP,matched,1.0,
Goldman Sachs Global Future Technology Leaders Equity Portfolio,Goldman Sachs Asset Management Fund Services Limited,Technology and Technology Innovation,LU2322933578,Goldman Sachs Global Future Technology Leaders Equity Portfolio I Shares GBP Inc,matched,1.0,
Herald Worldwide Technology Fund,Herald Investment Management Ltd,Technology and Technology Innovation,IE0002589731,Herald Worldwide Technology Fund Class A,matched,1.0,
Janus Henderson Global Technology Leaders Fund,Janus Henderson Investors,Technology and Technology Innovation,GB0007716078,Janus Henderson Global Technology Leaders Fund I Acc,matched,1.0,
Janus Henderson Sustainable Future Technologies Fund,Janus Henderson Investors,Technology and Technology Innovation,GB00BN7CMW56,Janus Henderson Sustainable Future Technologies Fund I GBP Acc,matched,1.0,
Liontrust Global Technology Fund,Liontrust Investment Partners LLP,Technology and Technology Innovation,GB00BMC95694,Liontrust Global Technology Fund M GBP Accumulation,matched,1.0,
Pictet-Digital Communication,Pictet Asset Management Ltd,Technology and Technology Innovation,,,unresolved,,
Pictet-Robotics,Pictet Asset Management Ltd,Technology and Technology Innovation,LU1279334053,Pictet - Robotics I EUR,matched,1.0,
Polar Capital Funds Plc - Global Technology Fund,Polar Capital Funds Plc,Technology and Technology Innovation,IE00BM95B514,Polar Capital Funds PLC - Polar Capital Global Technology Fund I Acc,matched,0.9369,
T. Rowe Price Funds SICAV Global Technology Equity Fund,T. Rowe Price International Limited,Technology and Technology Innovation,LU1244139827,T. Rowe Price Funds SICAV - Global Technology Equity Fund I,matched,1.0,
T. Rowe Price Funds SICAV Global Technology Equity Fund,T. Rowe Price International Limited,Technology and Technology Innovation,LU1244139827,T. Rowe Price Funds SICAV - Global Technology Equity Fund I,matched,1.0,
Wellington Asia Technology Fund,Wellington Management,Technology and Technology Innovation,LU1912699698,Wellington Asia Technology Fund GBP N Ac,matched,1.0,
abrdn UK Mid-Cap Equity Fund,abrdn Fund Managers Limited,UK All Companies,GB00B0XWNT29,abrdn UK Mid-Cap Equity Fund I Acc,matched,1.0,
abrdn UK Ethical Equity Fund,abrdn Fund Managers Limited,UK All Companies,GB0004331012,abrdn UK Ethical Equity Fund Retail Accumulation,matched,0.9808,
abrdn UK Value Equity Fund,abrdn Fund Managers Limited,UK All Companies,GB00BPTJ5X02,abrdn UK Value Equity Fund ZA Accumulation,matched,1.0,
abrdn UK Sustainable Equity Fund,abrdn Fund Managers Limited,UK All Companies,GB00B131GD17,abrdn UK Sustainable Equity Fund I Acc,matched,1.0,
abrdn UK Equity Enhanced Index Fund,abrdn Fund Managers Limited,UK All Companies,GB00BRJL8648,abrdn UK Equity Enhanced Index Fund X Acc,matched,1.0,
Aegon Ethical Equity Fund,Aegon Asset Management UK plc,UK All Companies,GB0007450884,Aegon Ethical Equity Fund GBP B Acc,matched,1.0,
Aegon UK Equity Fund,Aegon Asset Management UK plc,UK All Companies,GB0007451411,Aegon UK Equity Fund GBP B Acc,matched,1.0,
Allianz UK Listed Opportunities,Allianz Global Investors,UK All Companies,GB00BF13KT15,Allianz UK & European Investment Funds - Allianz UK Listed Opportunities Fund - I (Accumulation)-GBP,matched,0.8516,all distinctive IA tokens present and brand agrees
MI Charles Stanley Equity Fund,Apex Fundrock Ltd,UK All Companies,GB00B09DHH53,MI Charles Stanley Equity Fund A Acc,matched,0.9769,
MI Brompton UK Recovery,Apex Fundrock Ltd,UK All Companies,GB00B1DWY181,MI Brompton UK Recovery Trust Accumulation shares,matched,0.9208,
MI Chelverton UK Equity Growth Fund,Apex Fundrock Ltd,UK All Companies,GB00BDB4WW75,MI Chelverton UK Equity Growth Fund Class A Accumulation,matched,0.9806,
MI Chelverton UK Opportunities Fund,Apex Fundrock Ltd,UK All Companies,GB00BLCCHB01,MI Chelverton UK Opportunities A GBP Accumulation,matched,0.9806,
Artemis UK Select Fund,Artemis Fund Managers Ltd,UK All Companies,GB00B2PLJG05,Artemis UK Select Fund I Acc,matched,1.0,
Artemis UK Special Situations Fund,Artemis Fund Managers Ltd,UK All Companies,GB00B2PLJQ03,Artemis UK Special Situations Fund I Acc,matched,1.0,
Artemis SmartGARP UK Equity Fund,Artemis Fund Managers Ltd,UK All Companies,GB00B2PLJM64,Artemis SmartGARP UK Equity Fund Class I Acc GBP,matched,1.0,
Aviva Investors UK Growth Fund,Aviva Investors UK Fund Services Limited,UK All Companies,GB00B6R52478,Aviva Investors UK Listed Equity Income Fund 1 GBP Acc,review,0.7668,no decisive brand/region/style signal
